id,province,topic,context,options,answer,is_province_specific,also_exist_in_other_province,final_is_province_specific
2094,Kalimantan Selatan,Pertanian,Hampir di setiap kabupaten di Kalimantan Selatan memiliki tradisi saat menanam.,"['A. Di Baranai, hal tersebut dinamakan bubak sawah.', 'B. Di Barabai, hal tersebut dinamakan batunggingan.', 'C. Di Barabai, hal tersebut dinamakan baugingan.']",C,YA,TIDAK,YA
2095,Kalimantan Selatan,Pertanian,Masyarakat dayak meratus masih melakukan upacara adat saat musim panen tiba.,"['A. Upacara tersebut dinamakan aruh bawanang lalaya.', 'B. Upacara tersebut dinamakan mappadendang.', 'C. Upacara tersebut dinamakan sipaha lima.']",A,TIDAK,TIDAK,YA
2096,Kalimantan Selatan,Pertanian,Warga dayak meratus memiliki tradisi unik pasca musim panen.,"['A. Tradisi tersebut adalah menjemur gabah padi.', 'B. Tradisi tersebut adalah Aruh Bawang Banih Halin.', 'C. Tradisi tersebut adalah tradisi wiwitan.']",B,YA,TIDAK,YA
2097,Kalimantan Selatan,IkanTernak,Marniah merupakan peternak telur itik.,"['A. Marniah mengembangbiakan itik angsa.', 'B. Marniah mengembangbiakan itik alabio.', 'C. Marniah mengembangbiakan itik amuntai.']",B,TIDAK,TIDAK,TIDAK
2098,Kalimantan Selatan,IkanTernak,Sari senang beternak ikan papuyu.,"['A. Ia paling suka melakukan pembenihan pada ikan papuyu.', 'B. Ia paling suka melakukan pembibitan pada ikan papuyu.', 'C. Ia paling suka melakukan pemijahan pada ikan papuyu.']",C,YA,TIDAK,YA
2099,Kalimantan Selatan,IkanTernak,Ibu tia senang beternak ikan sapat.,"['A. Ikan sapat tersebut dijadikan ikan asin sapat dengan cara dikeringkan.', 'B. Ikan sapat tersebut dijadikan ikan asin sapat dengan cara ditaburkan garam dan dikeringkan.', 'C. Ikan sapat tersebut dijadikan ikan asin sapat dengan cara diawetkan.']",B,YA,TIDAK,YA
2100,Kalimantan Selatan,IkanTernak,Masyarakat pesisir pantai pulau laut sebagian menjual hasil olahan ikan.,"['A. Ikan tersebut dapat dijual dalam bentuk olahan kerupuk ataupun iwak pepes.', 'B. Ikan tersebut dapat dijual dalam bentuk olahan amplang ataupun iwak karing.', 'C. Ikan tersebut dapat dijual dalam bentuk olahan sayur ataupun keripik.']",B,YA,TIDAK,YA
2101,Kalimantan Selatan,IkanTernak,Masyarakat pesisir pulau laut sebagian besar bekerja sebagai nelayan.,"['A. Mereka menjual hasil ikan asinnya ke pulau Jawa ataupun ke pasar tradisional.', 'B. Mereka menjual hasil ikan asinnya ke pedagang asongan.', 'C. Mereka menjual hasil ikan asinnya ke tetangga dan supermarket.']",A,YA,YA,TIDAK
2102,Kalimantan Selatan,Seni,Bambu dapat dijadikan alat musik tradisional khas Kalimantan.,"['A. Salah satunya adalah angklung.', 'B. Salah satunya adalah gamelan.', 'C. Salah satunya adalah kurung-kurung.']",C,YA,TIDAK,YA
2103,Kalimantan Selatan,Seni,Di TMII terdapat pameran seni alat musik tradisional.,"['A. Pais nangka dipamerkan di anjungan kalimantan selatan.', 'B. Wayang golek dipamerkan di anjungan kalimantan selatan.', 'C. Panting dipamerkan di anjungan kalimantan selatan.']",C,YA,TIDAK,YA
2104,Kalimantan Selatan,Seni,Bambu dapat dijadikan alat musik tradisional khas Kalimantan.,"['A. Salah satunya adalah angklung.', 'B. Salah satunya adalah calung.', 'C. Salah satunya adalah kuriding.']",C,YA,TIDAK,YA
2105,Kalimantan Selatan,Seni,Yudi sangat senang bernyanyi lagu daerah Kalimantan.,"['A. Lagu favoritnya adalah paris barantai.', 'B. Lagu favoritnya adalah suwe ora jamu.', 'C. Lagu favoritnya adalah tak segampang itu.']",A,YA,TIDAK,YA
2106,Kalimantan Selatan,Seni,Bandara syamsudin noor adalah bandara yang terletak di Banjarbaru.,"['A. Untuk menyambut kedatangan wisatawan sering diputarkan lagu tradisional seperti lagu berjudul ampat lima.', 'B. Untuk menyambut kedatangan wisatawan sering diputarkan lagu tradisional seperti lagu berjudul gethuk.', 'C. Untuk menyambut kedatangan wisatawan sering diputarkan lagu tradisional seperti lagu berjudul cik-cik periok.']",A,YA,TIDAK,YA
2107,Kalimantan Selatan,Seni,Presiden mengunjungi kota Banjarmasin.,"['A. Presiden diberi penyambutan berupa tari pendet.', 'B. Presiden diberi penyambutan berupa tari baksa kambang.', 'C. Presiden diberi penyambutan berupa tari piring.']",B,YA,TIDAK,YA
2108,Kalimantan Selatan,Seni,"Saat musim panen tiba, warga dayak loksado juga melakukan pertunjukan tari tradisional.","['A. Tarian tersebut adalah tari kecak.', 'B. Tarian tersebut adalah tari kanjar.', 'C. Tarian tersebut adalah tari baksa dadap.']",B,YA,TIDAK,YA
2109,Kalimantan Selatan,Seni,Suku Bugis Pagatan menyambut kedatangan presiden dengan tarian.,"['A. Tarian tersebut adalah tarian mappakaraja.', 'B. Tarian tersebut adalah tari baksa lilin.', 'C. Tarian tersebut adalah tari saman.']",A,YA,TIDAK,YA
2110,Kalimantan Selatan,Seni,"Saat tradisi bajagaan pengantin, terdapat beberapa acara kesenain.","['A. Salah satunya adalah mamanda.', 'B. Salah satunya adalah tari lilin.', 'C. Salah satunya adalah wayang golek.']",A,YA,TIDAK,YA
2111,Kalimantan Selatan,Seni,Kota pagatan rutin mengadakan pesta pantai.,"['A. Pesta tersebut dinamakan mappanretasi.', 'B. Pesta tersebut dinamakan maunjun di laut.', 'C. Pesta tersebut dinamakan pesta laut.']",A,YA,TIDAK,YA
2112,Kalimantan Selatan,Seni,Kalsel Expo memamerkan kerajinan dan kesenian khas banjar dari berbagai UMKM.,"['A. Di sana juga terdapat hiburan seperti madihin.', 'B. Di sana juga terdapat hiburan seperti paduan suara.', 'C. Di sana juga terdapat hiburan seperti festival band.']",A,YA,TIDAK,YA
2115,Kalimantan Selatan,Seni,Lingga dan khalisah pandai beradu syair khas Kalimantan.,"['A. Mereka sangat lihai dalam berpantun.', 'B. Mereka sangat lihai dalam menari.', 'C. Mereka sangat lihai dalam madihin banjar.']",C,YA,TIDAK,YA
2116,Kalimantan Selatan,Permainan,Anak-anak senang bermain permainan tradisional sepulang mengaji.,"['A. Mereka biasanya bermain babanga.', 'B. Mereka biasanya bermain futsal.', 'C. Mereka biasanya bermain basket.']",A,TIDAK,TIDAK,YA
2118,Kalimantan Selatan,Permainan,Murniah senang bermain permainan khas Kalimantan Selatan dengan teman-temannya.,"['A. Murniah senang bermain bababulanan.', 'B. Murniah senang bermain taplak meja.', 'C. Murniah senang bermain kelereng.']",A,YA,TIDAK,YA
2119,Kalimantan Selatan,Permainan,Babanga merupakan permainan tradisional.,"['A. Permainan ini mulai punah di daerah Tapin.', 'B. Permainan ini mulai punah di daerah Depok.', 'C. Permainan ini mulai punah di daerah Bekasi.']",A,YA,TIDAK,YA
2120,Kalimantan Selatan,Permainan,Babintih adalah permainan tradisional.,"['A. Permainan ini dikenal di daerah Cikarang.', 'B. Permainan ini dikenal di daerah Pagatan.', 'C. Permainan ini dikenal di daerah Karawang.']",B,YA,TIDAK,YA
2121,Kalimantan Selatan,Sehari-hari,Upik sedang berisitirahat dirumah temannya.,"['A. Ia dan temannya membeli pencok.', 'B. Ia dan temannya membeli rendang untuk cemilan.', 'C. Ia dan temannya membeli kopi fore.']",A,YA,TIDAK,YA
2122,Kalimantan Selatan,Sehari-hari,Terdapat banyak jajanan di SD Idaman.,"['A. Siswa SD Idaman lebih senang makan buah.', 'B. Siswa SD Idaman lebih senang makan siomay.', 'C. Siswa SD Idaman lebih senang mementol.']",C,YA,TIDAK,YA
2123,Kalimantan Selatan,Sehari-hari,Baniah makan siang di warung acil murni.,"['A. Dia menyantap cacapan rujak cingur dan es teh.', 'B. Dia menyantap cacapan iwak karing dengan nasi hangat.', 'C. Dia menyantap cacapan pecel lele dan siomay.']",B,YA,TIDAK,YA
2124,Kalimantan Selatan,Sehari-hari,Inang bermain ke rumah tetangganya di sungai seberang.,"['A. Inang menaiki motor untuk pergi kesana.', 'B. Inang menaiki ojol untuk pergi kesana.', 'C. Inang menaiki jukung untuk pergi kesana.']",C,YA,TIDAK,YA
2125,Kalimantan Selatan,Sehari-hari,"Warga pesisir pantai selain berbisnis ikan, juga berbisnis peminjaman jasa perahu.","['A. Perahu tersebut dinamakan taksi.', 'B. Perahu tersebut dinamakan kelotok.', 'C. Perahu tersebut dinamakan tuktuk.']",B,YA,TIDAK,YA
2126,Kalimantan Selatan,Sehari-hari,Siska tinggal di muara Gampa.,"['A. Siska memiliki rumah baanjung cacak burung.', 'B. Siska memiliki rumah mewah.', 'C. Siska memiliki rumah di pinggir sungai.']",A,YA,TIDAK,YA
2127,Kalimantan Selatan,Sehari-hari,Rinah merupakan penjual kue tradisional.,"['A. Ia menjual kuenya di pasar wadai.', 'B. Ia menjual kuenya di pasar shubuh.', 'C. Ia menjual kuenya di pasar malam.']",A,YA,TIDAK,YA
2128,Kalimantan Selatan,Sehari-hari,Bayu menyusuri lingkup kota banjarmasin.,"['A. Bayu menunggu temannya sambil menikmati pemandangan di taman siring.', 'B. Bayu menunggu temannya sambil menikmati pemandangan di taman bunga.', 'C. Bayu menunggu temannya sambil menikmati pemandangan di taman kota.']",A,YA,TIDAK,YA
2129,Kalimantan Selatan,Sehari-hari,Bona ingin pergi ke pasar.,"['A. Jam 4 shubuh, ia menyusuri paman penjual di pasar minggu.', 'B. Jam 4 shubuh, ia menyusuri paman penjual di pasar pagi.', 'C. Jam 4 shubuh, ia menyusuri paman penjual di pasar apung.']",C,YA,TIDAK,YA
2130,Kalimantan Selatan,ReligiBudayaSosial,Sekumpul terkenal dengan budaya religi yang sangat kental.,"['A. Warga Sekumpul tidak pernah lupa untuk mengadakan pasar wadai tiap tahunnya.', 'B. Warga Sekumpul tidak pernah lupa untuk mengadakan maulid rasul tiap tahunnya.', 'C. Warga Sekumpul tidak pernah lupa untuk mengadakan haul abah guru sekumpul tiap tahunnya.']",C,YA,TIDAK,YA
2131,Kalimantan Selatan,ReligiBudayaSosial,Besok merupakan tanggal 10 muharram.,"['A. Riska dan ibunya mulai sibuk untuk menyajikan bubur asyura.', 'B. Riska dan ibunya mulai sibuk untuk menyajikan bubur gunting.', 'C. Riska dan ibunya mulai sibuk untuk menyajikan bubur ayam.']",A,YA,TIDAK,YA
2132,Kalimantan Selatan,ReligiBudayaSosial,Tiara sedang hamil.,"['A. Menurut orangtuanya, tiara pantang mandi malam.', 'B. Menurut orangtuanya, tiara pantang mandi pagi.', 'C. Menurut orangtuanya, tiara pantang makan nasi.']",A,YA,TIDAK,YA
2133,Kalimantan Selatan,ReligiBudayaSosial,"Muda-mudi di pulau Laut, Kotabaru membawa sepasang ayam jantan dan ayam betina.","['A. Mereka akan melakukan upacara adat mappanretasi.', 'B. Mereka akan melakukan upacara adat badudus.', 'C. Mereka akan melakukan upacara adat mallasuang manu.']",C,YA,TIDAK,YA
2134,Kalimantan Selatan,ReligiBudayaSosial,Para gadis serta ibu-ibu di Barabai senang bersolek.,"['A. Mereka biasa menggunakan cushion untuk memanjakan diri.', 'B. Mereka biasa menggunakan krim massage untuk memanjakan diri.', 'C. Mereka biasa menggunakan pupur dingin untuk memanjakan diri.']",C,YA,TIDAK,YA
2135,Kalimantan Selatan,ReligiBudayaSosial,Fira membeli beras di warung.,"['A. Penjual beras mengucapkan ""jual"" kepada fira.', 'B. Penjual beras mengucapkan ""tumbas"" kepada fira.', 'C. Penjual beras mengucapkan ""terimakasih"" kepada fira.']",A,YA,TIDAK,YA
2136,Kalimantan Selatan,ReligiBudayaSosial,Acil Imah merupakan wanita berumur 59 tahun.,"['A. Acil Imah biasa mengenakan gincu arab.', 'B. Acil Imah biasa mengenakan kerudung.', 'C. Acil Imah biasa mengenakan giwang.']",C,TIDAK,TIDAK,YA
2138,Kalimantan Selatan,ReligiBudayaSosial,Badan Gita terasa pegal-pegal.,"['A. Gita mengoleskan minyak dayak ke tubuhnya.', 'B. Gita mengoleskan minyak nyongnyong ke tubuhnya.', 'C. Gita mengoleskan minyak telon ke tubuhnya.']",A,TIDAK,TIDAK,YA
2139,Kalimantan Selatan,ReligiBudayaSosial,Andi merasakan demam di tubuhnya.,"['A. Andi segera mengonsumsi paracetamol untuk meredakan demam sebagai obat tradisional.', 'B. Andi segera mengonsumsi bodrex untuk meredakan demam sebagai obat tradisional.', 'C. Andi segera mengonsumsi banyu kinca dan air turus dingin untuk meredakan demam sebagai obat tradisional.']",C,YA,TIDAK,YA
2141,Kalimantan Selatan,ReligiBudayaSosial,Warga Banua memiliki sisi hidup yang pantang menyerah.,"['A. Mereka memiliki motto ""menaguk liur sorang"".', 'B. Mereka memiliki motto ""tuntung pandang ruhui rahayu"".', 'C. Mereka memiliki motto ""waja sampai kaputing"".']",C,YA,TIDAK,YA
2142,Kalimantan Selatan,Makanan,Ibu mengkonsumsi ketupat kandangan untuk sarapan pagi.,"['A. Lauk ketupat kandangan yang dikonsumsi ibu adalah haruan dan telur.', 'B. Lauk ketupat kandangan yang dikonsumsi ibu adalah ikan patin.', 'C. Lauk ketupat kandangan yang dikonsumsi ibu adalah ikan pari.']",A,YA,TIDAK,YA
2143,Kalimantan Selatan,Makanan,Ibu sedang menyajikan nasi kebuli untuk makan pagi.,"['A. Nasi kebuli disajikan dengan telur rebus.', 'B. Nasi kebuli disajikan dengan telur masak habang.', 'C. Nasi kebuli disajikan dengan abon ikan gabus dan irisan telur dadar.']",C,YA,TIDAK,YA
2144,Kalimantan Selatan,Makanan,Gangan nangka sangat lezat jika ditambakan bilulang.,"['A. Bilulang terbuat dari ikan patin.', 'B. Bilulang terbuat dari cingur sapi.', 'C. Bilulang terbuat dari daging ikan gabus.']",B,YA,TIDAK,YA
2145,Kalimantan Selatan,Makanan,Ibu menambahkan buah ketika membuat gangan asam patin.,"['A. Buah tersebut adalah belimbing wuluh.', 'B. Buah tersebut adalah ramania.', 'C. Buah tersebut adalah belimbing bintang.']",A,YA,TIDAK,YA
2146,Kalimantan Selatan,Makanan,"Pada malam hari, kakak makan nasi goreng dengan lauk sasangan.","['A. Sasangan terbuat dari daging sapi yang diiris kecil dan dioseng dengan lombok.', 'B. Sasangan terbuat dari daging ayam yang dioseng dengan lombok.', 'C. Sasangan terbuat dari telur rebus dan lombok.']",A,YA,TIDAK,YA
2147,Kalimantan Selatan,Makanan,Untuk makan malam ibu menyajikan ayam masak kuning kacang.,"['A. Kacang tersebut adalah kacang mete.', 'B. Kacang tersebut adalah kacang kuku.', 'C. Kacang tersebut adalah kacang hijau.']",B,YA,TIDAK,YA
2148,Kalimantan Selatan,Makanan,Amplang merupakan oleh-oleh khas kotabaru yang bahan utama pembuatnya yaitu dari ikan.,"['A. Amplang terbuat dari ikan patin.', 'B. Amplang terbuat dari ikan tenggiri.', 'C. Amplang terbuat dari ikan gabus.']",B,YA,TIDAK,YA
2149,Kalimantan Selatan,Makanan,Kakek pulang dari Barabai membawakan saya kue yang terbuat dari gula merah dan tepung.,"['A. Oleh-oleh itu adalah buras.', 'B. Oleh-oleh itu adalah apam barabai.', 'C. Oleh-oleh itu adalah bingka.']",B,YA,TIDAK,YA
2150,Kalimantan Selatan,Makanan,Ibu sedang membuat kue khas Kalimantan yang bentuknya berlapis-lapis.,"['A. Kue tersebut adalah kue bolu.', 'B. Kue tersebut adalah kue lapis.', 'C. Kue tersebut adalah kue lam.']",C,YA,TIDAK,YA
2151,Kalimantan Selatan,Makanan,Kakak membuat minuman khas Kalimantan yang rasanya asam seperti limau.,"['A. Minuman itu terdiri dari campuran sirup jeruk peras dan air.', 'B. Minuman itu terdiri dari campuran asam jawa dan air.', 'C. Minuman itu terdiri dari campuran sirup limau kuit dan air.']",C,YA,TIDAK,YA
2152,Kalimantan Selatan,Makanan,Kami membeli sirup yang rasanya mirip dengan buah cempedak.,"['A. Sirup tersebut adalah sirup rasa cempedak.', 'B. Sirup tersebut adalah sirup batu mandi.', 'C. Sirup tersebut adalah sirup mawar.']",B,YA,TIDAK,YA
2153,Kalimantan Selatan,Makanan,Ikan asin akan terasa lebih nikmat dikonsumsi bila dengan cacapan.,"['A. Cacapan terbuat dari air asam jawa dan bawang putih.', 'B. Cacapan terbuat dari bawang merah dan terong.', 'C. Cacapan terbuat dari bawang merah, lombok dan air asam jawa.']",C,YA,TIDAK,YA
2154,Kalimantan Selatan,Makanan,Ketupat kandangan adalah makanan khas dari daerah Kandangan.,"['A. Ketupat kandangan dikonsumsi dengan menggunakan tangan.', 'B. Ketupat kandangan dikonsumsi dengan menggunakan sendok dan garpu.', 'C. Ketupat kandangan dikonsumsi dengan menggunakan garpu dan pisau.']",A,YA,TIDAK,YA
2155,Kalimantan Selatan,Makanan,Kue itu menyerupai kuncian pintu pada zaman dulu.,"['A. Kue itu dinamakan pais waluh.', 'B. Kue itu dinamakan sasunduk lawang.', 'C. Kue itu dinamakan apam berandam.']",B,YA,TIDAK,YA
2156,Kalimantan Selatan,Makanan,Mageli sangat cocok dijadikan cemilan ataupun lauk makan.,"['A. Bahan utama mageli yaitu kacang hijau.', 'B. Bahan utama mageli yaitu kacang tanah.', 'C. Bahan utama mageli yaitu kacang kuku.']",C,YA,TIDAK,YA
2157,Kalimantan Selatan,Makanan,"Buah ini berwarna keunguan, walaupun sangat kecil buah ini memiliki cita rasa yang manis.","['A. Buah ini disebut asam.', 'B. Buah ini disebut kasturi.', 'C. Buah ini disebut karamunting.']",C,YA,TIDAK,YA
2158,Kalimantan Selatan,Pernikahan,Tanggal akad nikah berada direntang tanggal 1-15 perhitungan bulan Arab.,"['A. Rentang tanggal itu diyakini akan membuat pengantin lebih percaya diri.', 'B. Rentang tanggal itu diyakini akan membuat pengantin cepat mendapat anak.', 'C. Rentang tanggal itu disebut bulan baru dan pernikahan akan membawa keberkahan.']",C,YA,TIDAK,YA
2159,Kalimantan Selatan,Pernikahan,"Dalam proses mandi pengantin,kembang dipukul pukulkan ke seluruh badan pengantin.","['A. Kembang tersebut adalah mayang.', 'B. Kembang tersebut adalah mawar.', 'C. Kembang tersebut adalah melati.']",A,YA,TIDAK,YA
2160,Kalimantan Selatan,Pernikahan,Pihak keluarga pengantin pria harus memberi ayam hidup kepada pihak keluarga pengantin wanita.,"['A. Jenis ayam yang diberikan adalah ayam broiler.', 'B. Jenis ayam yang diberikan adalah ayam kampung.', 'C. Jenis ayam yang diberikan adalah ayam ras petelur.']",B,YA,TIDAK,YA
2161,Kalimantan Selatan,Pernikahan,Di bawah pelaminan pengantin dan di dalam kamar pengantin ada wadah berisi beberapa makanan dan minuman.,"['A. Wadah itu disebut perjamuan.', 'B. Wadah itu disebut sesembahan.', 'C. Wadah itu disebut piduduk.']",C,YA,TIDAK,YA
2162,Kalimantan Selatan,Pernikahan,Telapak kaki pengantin diolesi air.,"['A. Air yang dioleskan adalah air bunga tujuh rupa.', 'B. Air yang dioleskan adalah air cucian beras.', 'C. Air yang dioleskan adalah air kapur.']",C,YA,TIDAK,YA
2163,Kalimantan Selatan,Pernikahan,"Ketika pengantin menuju ke pelaminan, langkah kaki pertama diyakini sangat penting.","['A. Kaki yang dilangkahkan pertama kali adalah kaki kanan.', 'B. Kaki yang dilangkahkan pertama kali adalah kaki kanan dan tangan kanan bersamaan.', 'C. Kaki yang dilangkahkan pertama kali adalah kaki kiri.']",A,YA,TIDAK,YA
2164,Kalimantan Selatan,Pernikahan,"Pada malam kedua sesudah resepsi, banyak tamu yang datang ke kediaman pengantin.","['A. Malam kedua tersebut adalah malam basarangan.', 'B. Malam kedua tersebut adalah malam pengantin melakukan banyak perjamuan.', 'C. Malam kedua diyakini sebagi malam keberkahan.']",A,YA,TIDAK,YA
2165,Kalimantan Selatan,Pernikahan,"Hari ketiga setelah resepsi,diadakan acara untuk melepas kepergian pengantin wanita dari keluarganya untuk mengikuti suaminya.","['A. Acara tersebut dinamakan acara terakhir untuk pengantin wanita.', 'B. Acara tersebut dinamakan pengantin sujud.', 'C. Acara tersebut dinamakan perpisahan dan kebahagian.']",B,YA,TIDAK,YA
2166,Kalimantan Selatan,Pernikahan,"Setelah semua acara selesai, pihak keluarga kedua pengantin mengantarkan anak-anaknya ke rumah yang mereka akan tinggali.","['A. Hal tersebut sebagai simbol perpisahan dari keluarga kepada anaknya.', 'B. Hal tersebut sebagai simbol agar pernikahan mereka diberi keberkahan.', 'C. Hal tersebut sebagai simbol tanggung jawab terakhir dari keluarga kepada anaknya.']",C,YA,TIDAK,YA
2167,Kalimantan Selatan,Pernikahan,Busana pengantin pria pada pernikahan zaman dulu hanya memakai celana.,"['A. Busana tersebut dinamakan Babaju Kun Galung Pacingan.', 'B. Busana tersebut dinamakan Bagajah Gamuling Baular Lulut.', 'C. Busana tersebut dinamakan Baamar Galung Pancar Matahari.']",B,YA,TIDAK,YA
2168,Kalimantan Selatan,Pernikahan,"Pada pakaian adat Baamar Galung Pancar Matahari, pengantin pria menggunakan tapih serta hiasan kepala yang senada warnanya.","['A. Hiasan kepala itu disebut kopiah Banjar.', 'B. Hiasan kepala itu disebut laung.', 'C. Hiasan kepala itu disebut mahkota.']",B,YA,TIDAK,YA
2169,Kalimantan Selatan,Pernikahan,Pengantin wanita itu menggunakan pakaian bagajah gamuling baular lulut untuk resepsi pernikahnnya.,"['A. Ular lulut dalam pakai tersebut terbuat dari anyaman berbagai macam bunga.', 'B. Ular lulut dalam pakai tersebut terbuat dari anyaman daun kelapa dan bunga mawar/bunga kertas.', 'C. Ular lulut dalam pakai tersebut terbuat dari berbagai macam daun dan bunga melati.']",B,YA,TIDAK,YA
2170,Kalimantan Selatan,Pernikahan,Baju adat Banjar yang dikenakan pengantin wanita memiliki warna yang sangat sakral.,"['A. Warna sakral yang dimaksud adalah warna kuning.', 'B. Warna sakral yang dimaksud adalah warna merah.', 'C. Warna sakral yang dimaksud adalah warna hitam.']",A,YA,TIDAK,YA
2171,Kalimantan Selatan,Pernikahan,Banyak tamu undangan yang datang dengan memakai kain khas Kalimantan Selatan.,"['A. Kain khas Kalsel adalah batik.', 'B. Kain khas Kalsel adalah sasirangan.', 'C. Kain khas Kalsel adalah ulap doyo.']",B,YA,TIDAK,YA
2172,Kalimantan Selatan,Pernikahan,"Setelah selesai makan, tamu undangan naik ke pelaminan.","['A. Mereka memberikan kado.', 'B. Mereka ingin memegang pengantin.', 'C. Mereka bersalaman dengan pengantin dan keluarga pengantin.']",C,TIDAK,YA,TIDAK
2173,Kalimantan Selatan,Pernikahan,Orang-orang yang tinggal di kompleks perumahan cenderung memilih tempat resepsi di gedung atau di lapangan luas.,"['A. Kompleks perumahan terlalu sepi.', 'B. Kompleks perumahan biasanya tidak memperbolehkan banyak orang yang masuk.', 'C. Kompleks perumahan biasanya jarak antar rumahnya berdekatan dan sempit.']",C,TIDAK,YA,TIDAK
2175,Kalimantan Selatan,Pernikahan,Hadiah pernikahan itu sangat banyak dan hampir memenuhi seluruh rumahnya.,"['A. Hadiah pernikahan yang banyak merupakan hal yang sangat lazim dan tradisi turun-temurun.', 'B. Hadiah pernikahan yang banyak merupakan simbol kesuksesan diadakannya acara pernikahan.', 'C. Hadiah pernikahan yang banyak merupakan kebanggaan tersendiri bagi keluarga pengantin karena banyak orang yang menyukai keluarga tersebut.']",C,TIDAK,YA,TIDAK
2176,Kalimantan Selatan,Pernikahan,Banyak tamu undangan yang memberi hadiah mahal kepada pengantin.,"['A. Banyaknya hadiah mahal menandakan bahwa pengantin orang yang cerdas.', 'B. Banyaknya hadiah mahal menandakan bahwa banyak orang yang mendoakan kebaikan kepada pengantin.', 'C. Banyaknya hadiah mahal menandakan bahwa keluarga pengantin adalah orang yang punya jabatan/kekuasaan.']",C,TIDAK,YA,TIDAK
2177,Kalimantan Selatan,Hubungan Keluarga,Ariska merupakan anak bungsu dari keluarga tersebut.,"['A. Ariska selalu disuruh oleh kakak-kakaknya.', 'B. Ariska selalu bermain sesuka hatinya.', 'C. Ariska selalu menolong orang tuanya.']",A,TIDAK,TIDAK,TIDAK
2178,Kalimantan Selatan,Hubungan Keluarga,Afif adalah anak laki-laki satu-satunya dan sangat dibanggakan oleh kedua orang tuanya.,"['A. Karena anak laki-laki dipercaya menjadi pertanda kemakmuran.', 'B. Karena anak laki-laki dipercaya akan menjadi penerus keluarga.', 'C. Karena anak laki-laki dipercaya menolak bala dari keluarga.']",B,TIDAK,TIDAK,TIDAK
2179,Kalimantan Selatan,Hubungan Keluarga,Keluarga bibi sangat diperhatikan oleh kakek dan nenek dibandingkan keluarga kami.,"['A. Keluarga bibi merupakan keluarga yang kaya raya.', 'B. Keluarga bibi sangat mencintai kakek dan nenek.', 'C. Keluarga bibi selalu menghormati kakek dan nenek.']",A,TIDAK,YA,TIDAK
2180,Kalimantan Selatan,Hubungan Keluarga,Pada malam hari raya selalu diadakan acara makan bersama.,"['A. Acara tersebut bertujuan untuk menentukan siapa yang akan mentraktir seluruh keluarga.', 'B. Acara tersebut bertujuan untuk mengumpulkan keluarga-keluarga dekat yang tinggalnya jauh.', 'C. Acara tersebut bertujuan untuk memberikan uang kepada anak-anak yang masih sekolah.']",B,YA,TIDAK,YA
2181,Kalimantan Selatan,Hubungan Keluarga,"Wanita itu baru saja turun dari bus luar kota sambil memegang peta ditangannya, ia tampak kebingungan sehingga Arya menghampiri wanita tersebut.","['A. Wanita tersebut baru saja dicopet dan Arya membantu mengejar copet itu.', 'B. Wanita tersebut baru pertama kali datang ke tempat itu dan Arya membantunya mencari tempat yang ia maksud.', 'C. Wanita tersebut kelaparan sehingga Arya menawarkan makanan kepadanya.']",B,TIDAK,YA,TIDAK
2182,Kalimantan Selatan,Hubungan Keluarga,Kakak menghampiri anak kecil yang berjualan kerupuk dipinggir jalan.,"['A. Kakak membeli banyak kerupuk yang dijual adik tersebut karena merasa iba.', 'B. Kakak mengusir anak kecil itu agar tidak berjualan lagi.', 'C. Kakak membeli banyak kerupuk yang dijual adik tersebut lalu membuangnya lagi.']",A,TIDAK,YA,TIDAK
2183,Kalimantan Selatan,Hubungan Keluarga,Sebelum ibu memakan kuenya ia terlebih dahulu menawarkan kue tersebut kepada orang disekitarnya.,"['A. Karena ibu percaya bahwa orang-orang selalu ingin meminta apa yang ia makan.', 'B. Karena ibu percaya bahwa orang-orang disekitarnya akan memandang sinis ketika ia makan.', 'C. Karena ibu percaya bahwa tidak baik memakan kue sendirian di tengah orang banyak tanpa menawarkannya.']",C,TIDAK,YA,TIDAK
2184,Kalimantan Selatan,Hubungan Keluarga,Tia selalu memberi kue kepada gurunya di sekolah.,"['A. Tia diberitahu ibunya untuk menjual kue itu kepada gurunya.', 'B. Tia diberitahu ibunya kalau gurunya juga akan memberika kue sebagai balasannya.', 'C. Tia diberitahu ibunya untuk selalu memberikan yang terbaik kepada guru sesuai dengan kemampuannya.']",C,TIDAK,YA,TIDAK
2185,Kalimantan Selatan,Hubungan Keluarga,"Yudi Suriansyah, teman main ku dihalaman rumah mempunyai nama belakang yang sama dengan pak Udin Suriansyah yang tinggal di gang sebelah.","['A. Mereka berdua dulu teman sekampung.', 'B. Mereka berdua memiliki hubungan keluarga.', 'C. Mereka berdua adalah anak kembar.']",B,YA,YA,TIDAK
2186,Kalimantan Selatan,Hubungan Keluarga,Yanti sangat dihormati dilingkungan rumahnya karna ia mempunyai nama Gusti Nur Yanti.,"['A. Orang yang memiliki nama depan Gusti biasanya keturunan bangsawan Jawa.', 'B. Orang yang memiliki nama depan Gusti biasanya keturunan kesultanan Banjar.', 'C. Orang yang memiliki nama depan Gusti biasanya keturunan para kiyai.']",B,YA,TIDAK,YA
