ID,Source,Subject,Exam Type,Profession Group,Question,Option A,Option B,Option C,Option D,Option E,Answer Key,is_few_shot
7851,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Dibawah ini yang termasuk Subjek Pajak Badan yaitu kecuali ....,Koperasi,Joint Operation PT A dan PT B,Perseroan Komanditer,Joint Operation PT A dan PT B,,B,0
7852,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Wajib Pajak Badan harus melampirkan Daftar Nominatif dalam SPT Tahunan PPh Badan apabila membebankan biaya-biaya dibawah ini, kecuali ...",Biaya Penghapusan Piutang,Biaya Gaji,Biaya Entertainment,Biaya Promosi,,B,0
7853,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Pembebanan cadangan atau penyisihan yang diperbolehkan dalam SPT Tahunan PPh Badan adalah, kecuali ...",Cadangan untuk usaha asuransi,Cadangan Persediaan Bahan Baku,Cadangan penjaminan untuk Lembaga Penjamin Simpanan,Cadangan Piutang Tak Tertagih untuk usaha bank,,B,0
7854,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Penyusutan dalam Undang-undang Pajak Penghasilan diatur antara lain, kecuali ...",Penyusutan dihitung pada tanggal dan bulan dilakukan pembelian,Penyusutan dihitung pada bulan dilakukan pembelian,Kelompok harta berwujud bisa menggunakan metode garis lurus atau saldo menurun,"Kelompok Bangunan dibagi menjadi dua, yaitu permanen dan tidak permanen",,A,0
7855,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"PT Dwi Nur pada tahun mendirikan rumah makan dengan memberli merk dagang “ayam lepas” dengan membayar royalty pada tanggal 30 Juli sebesar Rp 400.000.000,00 untuk jangka waktu 4 tahun. Besarnya amortisasi atas royalty tersebut apabila menggunakan metode garis lurus (GL) atau saldo menurun (AM) adalah ...","GL : Rp 50.000.000,00; SM : Rp 100.000.000,00","SM : Rp 50.000.000,00; GL : Rp 50.000.000,00","SM : Rp 100.000.000,00; GL : Rp 100.000.000,00","GL : Rp 100.000.000,00; SM : Rp 50.000.000,00",,A,0
7857,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Bagi pemberi kerja yang melakukan pembayaran kepada selain pegawai tetap harus memberikan bukti pemotongan PPh Pasal 21 untuk setiap masa pajak pada saat ...,Setiap kali melakukan pemotongan PPh Pasal 21,Setiap masa melakukan pemotongan PPh Pasal 21,Setiap akhir bulan melakukan pemotongan PPh Pasal 21,Setiap bulan melakukan pemotongan PPh Pasal 21,,A,0
7858,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,PT Keluarga mengumumukan pembagian deviden pada RUPS pada tanggal 9 Maret 2018 sebesar Rp 900jt yang sumbernya berasal dari Laba ditahan tahun 2018. Pembayaran deviden dilakukan pada tanggal 4 April 2019 kepada para pemegang saham yang berstatus WP Orang Pribadi. Atas transaksi tersebut ...,PPh Pasal 4 (2) atas deviden harus disetorkan paling lambat tanggal 10 April 2019,PPh Pasal 4 (2) atas deviden harus disetorkan paling lambat tanggal 10 Mei 2019,PPh Pasal 23 atas deviden harus disetorkan paling lambat tanggal 10 April 2019,PPh Pasal 23 atas deviden harus disetorkan paling lambat tanggal 10 Mei 2019,,B,0
7859,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Pemberi kerja yang termasuk pemotong PPh Pasal 21 di Indonesia adalah ...,Kantor perwakilan negara asing di Indonesia,Organisasi-organisasi internasional yang ada di Indonesia yang ditetapkan oleh Menteri Keuangan,Kantor perwakilan dagang asing di Indonesia,Jawaban 1 dan 2 benar,,C,0
7860,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Joko adalah seorang pengusaha yang selalu memberikan tunjangan pajak kepada para karyawannya setiap bulan. Atas tunjangan pajak tersebut Joko akan mencatat sebagai ...,Biaya yang dapat dibebankan sebagai biaya gaji.,Biaya yang dapat dibebankan seperti PPh yang dipotong dan disetor oleh Joko.,Biaya yang harus dilakukan koreksi fiscal positif termasuk di dalamnya atas PPh Ps. 21 yang dipotong dan disetor oleh Joko.,Biaya yang harus dilakukan koreksi fiscal positif termasuk dalam PPh Ps. 21 yang ditanggung oleh Joko.,,A,0
7861,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,PBB yang masih diadministrasikan oleh Direktorat Jenderal Pajak adalah PBB ...,Perkotaan,Pedesaan dan perkotaan,Pedesaan,Pertambangan dan perkebunan,,D,0
7862,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Bea Perolehan Hak atas Tanah dan Bangunan adalah pajak ....,Yang dikenakan atas perolehan hak atas tanah dan atau bangunan,Yang dikenakan atas nilai tanah dan atau bangunan,Atas harga jual yang ditetapkan oleh Kakanwil DJP,Yang dikenakan pada kepemilikan tanah dan atau bangunan,,A,0
7863,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Cara Pelunasan Bea Meterai adalah kecuali ...,Pemeteraian kemudian,Benda Meterai,Cara lain ditetapkan Menkeu,Pemeteraian seketika,,D,0
7864,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Tarif Bea Meterai yang berlaku sekarang adalah ...,3000,6000,6.000 dan 10.000,3.000 dan 6.000,,D,0
7865,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Berikut ini adalah pelunasan tahun berjalan yang dapat dikreditkan dalam SPT Tahunan WP OP, kecuali...",PPh Pasal 23 atas penghasilan dari jasa kegiatan tertentu,PPh Pasal 22 oleh pihak lain,PPh Pasal 21,PPh Pasal 26,,D,0
7866,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Anak yang belum dewasa menurut UU PPh adalah anak yang belum ....,pernah menikah,berumur 17 tahun,berumur 17 tahun dan belum pernah menikah,18 tahun dan belum pernah menikah,,D,0
7867,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Berikut ini adalah saldo normalnya di sebelah Debit Neraca ...,Pajak Keluaran,Pajak Restoran,Pajak Hotel,Pajak Masukan,,D,0
7868,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Berikut ini yang harus dilakukan koreksi fiskal dalam penyusunan rekonsiliasi fiskal, kecuali ....",Biaya pemakaian HP untuk direksi,Biaya penyisihan persediaan,Biaya penyusutan Harta leasing (bagi leasee),Biaya seragam karyawan,,D,0
7869,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Dokumen-dokumen berikut ini dipersamakan dengan Faktur Pajak, kecuali ...",Tagihan telepon selular dari PT Telkom,SSP untuk pembayaran pemanfaatan merk dagang dari Luar Negeri,Tagihan penggunaan safe deposit box dari Bank Mandiri,Tiket penumpang PT KAI,,D,0
7870,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Putri mentransfer royalti kepada Ny.Novi di Bandung sehubungan penggunaan merk ""Putri . Atas royalti tersebut ...",Terutang PPN karena penyerahan BKP Tidak Berwujud di dalam daerah pabean,terutang PPN karena penyerahan JKP,"Tidak terutang PPN karena royalti bukan objek PPN, tetapi objek PPh Pasal 23",Tidak terutang PPN karena bukan pemanfaatan BKP tidak berwujud dari luar pabean,,A,0
7871,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Kode Etik Ikatan Konsultan Pajak Indonesia adalah kaidah moral yang menjadi pedoman dalam .... bagi setiap anggota IKPI.,Mendapatkan klien,Berkerja,Melayani klien,"Berfikir, bersikap dan bertindak",,D,0
7872,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Konsultan Pajak Indonesia wajib, kecuali ...",Setia dan taat sepenuhnya kepada Pancasila dan UUD 1945,Patuh pada hukum dan peraturan perpajakan,Membuka rahasia Wajib Pajak,"Menjunjung tinggi integritas, martabat dan
kehormatan profesi konsultan pajak",,C,0
7873,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Dibawah ini yang bukan larangan Konsultan Pajak Indonesia adalah ...,Melakukan kegiatan profesi lain yang terkait dengan pekerjaan sebagai pegawai swasta,Menugaskan karyawannya yang belum lulus USKP menangani urusan perpajakan,Menugaskan pihak lain yang tidak menguasai pengetahuan perpajakan untuk memberikan nasihat perpajakan,Meminjamkan izin praktik untuk digunakan oleh pihak lain,,A,0
7874,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Konsultan Pajak Indonesia wajib bersikap profesional, yaitu:",Mempunyai kewajiban mempertahankan pengetahuan dan keterampilan,Senantiasa menggunakan pertimbangan logika dalam pemberian jasa yang dilakukan,Melaksanakan kewajibannya dengan penuh tanggung jawab,Senantiasa bertindak dalam kerangka pelayanan semata-mata kepada Wajib Pajak,,A,0
7875,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Konsultan Pajak Indonesia ..... memasang iklan untuk mendapatkan pelanggan.,Dianjurkan,boleh,Dilarang,Harus,,C,0
7876,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Formulir SPT Tahunan Wajib Pajak Orang Pribadi adalah...,1721 A,"1770, 1770S dan 1770SS",1111,1771 Rupiah dan 1771 Dollar,,B,0
7878,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Formulir 1111 Lampiran A1 adalah untuk melaporkan ....,Ekspor BKP,Pembelian Dalam Negeri,Penjualan Dalam Negeri,Impor BKP,,A,0
7879,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Bukti Potong PPh Pasal 21 untuk karyawan adalah ....,1721 A2,1721 A1,1721 A4,1721 A3,,B,0
7880,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,SPT Masa PPh Pasal 21/26 harus dilaporkan paling lambat tanggal .... bulan berikutnya,10,20,Akhir bulan,2024-04-30 00:00:00,,B,0
7881,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Tarif PPh Badan untuk PT ABC dengan peredaran bruto 100Milyar pada tahun pajak 2020 adalah sebesar,0.22,0.005,0.25,0.19,,A,0
7882,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Di bawah ini yang merupakan perbedaan permanen dalam penghitungan PPh Badan adalah ....,Penyusutan secara akuntansi berbeda dengan menurut perpajakan,Biaya yang dapat diestimasi seperti penyisihan piutang,Pendapatan yang dikenakan PPh Final,Biaya pengembangan yang dikapitalisasi,,C,0
7883,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Dalam menghitung angsuran PPh Pasal 25 tahun berjalan pada Wajib Pajak Badan diatur ketentuan sebagai berikut, kecuali ....",Hasil penghitungan untuk angsuran PPh Pasal 25 dibagi 12 bulan,Penghasilan tidak teratur tahun lalu tetap diperhitungkan dalam menghitung penghasilan netto,"Apabila ada saldo kompensasi tahun
sebelumnya dapat dikurangkan dari penghasilan neto",Kredit Pajak yang dipotong/dipungut termasuk PPh Pasal 24,,B,0
7884,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Undang-undang Bea Meterai yang akan berlaku mulai tahun 2021 adalah Undang-undang Nomor ....,1 Tahun 2020,2 Tahun 2020,20 Tahun 2020,10 Tahun 2020,,D,0
7885,https://pdfcoffee.com/ujian-brevet-pajak-ab-komprehensif-1-pdf-free.html,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Tuan Azzam berencana melaporkan Penghasilan Kena Pajaknya pada tahun pajak 2020 sebesar Rp 1Milyar. Besarnya PPh Terutang akan dikenakan tarif .....,0.3,0.22,0.25,"5%, 15%, 25% dan 30%",,D,0
7886,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Produk Hukum dari ditjen pajak yang memiliki kedudukan hukum dan bersifat executorial adalah ?,Surat Tagihan Pajak,Surat Paksa,Surat Teguran Pajak,Putusan Banding/Peninjauan Kembali,,B,0
7887,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Berapakah maksimal sanksi bunga atas keterlambatan setoran pajak masa ?,0.24,0.36,0.48,Tidak ada,,D,0
7888,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Jangka waktu pengajuan keberatan adalah ?,1 bulan Sejak SKP terbit,2 Bulan sejak SKP terbit,3 Bulan Sejak SKP terbit,6 Bulan Sejak SKP terbit,,C,0
7889,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Surat Tagihan Pajak, Surat Ketetapan Pajak, Surat Ketetapan Pajak Tambahan, Surat Keputusan Pembetulan, Surat Keputusan Keberatan, Putusan Banding, Putusan Peninjauan Kembali, yang menyebabkan jumlah pajak yang dibayar bertambah, harus dilunasi dalam jangka waktu ?",1 Bulan,2 Bulan,3 Bulan,6 Bulan,,A,0
7890,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Wajib Pajak dengan kriteria tertentu dapat mengajukan pengembalian pendahuluan pajak paling lama 3 bulan untuk pajak penghasilan dan 1 bulan untuk Pajak Pertambahan Nilai, yaitu Wajib pajak
yang ?",Tepat waktu dalam menyampaikan SPT,"Tidak mempunyai tunggakan Pajak untuk semua jenis pajak, kecuali tunggakan pajak yang telah memperoleh izin untuk mengangsur atau menunda pembayaran pajak.",Wajib Pajak Pajak Orang Pribadi yang tidak menjalankan usaha atau pekerjaan bebas,Laporan Keuangan diaudit oleh KAP atau lembaga Pengawasan Pemerintah dengan pendapat wajar pengecualian selama 3 tahun berturut turut.,,C,0
7891,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Manakah yang benar, Apabila Wajib Pajak terlambat menyampaikan SPT Tahunan sebagaimana jangka waktu yang ditentukan maka dikenai sanksi berupa ?",Berupa denda 500.000 untuk Pajak Pertambahan Nilai (PPN),Berupa denda 500.000 untuk SPT masa,Berupa denda 100.000 untuk SPT Tahunan Orang Pribadi,Berupa denda 500.000 untuk SPT Tahunan Badan.,,C,0
7892,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Penagihan seketika dan sekaligus dilakukan apabila ?,Penanggung Pajak akan meninggalkan Indonesia untuk urusan bisnis,Badan usaha akan dibubarkan oleh negara,Terjadi penyitaan atas barang Penanggung Pajak oleh Pihak Ketiga atau terdapat tanda tanda kepailitan,Penanggung Pajak memindahtangankan barang yang dimiliki atau yang dikuasai dalam rangka menghentikan atau mengecilkan kegiatan perusahaan atau pekerjaan yang dilakukannya,,A,0
7893,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Bagi Pengusaha Kena Pajak, PPN yang kurang bayar dalam suatu masa pajak harus disetor dan dilaporkan kapan ?",Harus disetor paling lama akhir bulan berikutnya sebelum SPT disampaikan,Harus disetor paling lama akhir bulan berikutnya sesudah SPT disampaikan,Harus disetor paling lama 15 hari setelah Masa Pajak berakhir,Harus disetor paling lama 10 hari setelah Masa Pajak berakhir,,A,0
7894,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Pada saat pemeriksaan ditemukan adanya kurang bayar pada SPT tahunan Badan wajib pajak tahun 2017, SKPKB terbit pada tanggal 31 Maret 2019, berapakah sanksi administrasi berupa sanksi bunga yang dikenakan terhadap SKPKB tersebut?",0.24,0.06,0.26,0.3,,D,0
7895,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Direktur Jenderal Pajak karena jabatan atau atas permohonan Wajib Pajak dapat, Kecuali ?","Mengurangkan atau menghapuskan sanksi adminitrasi berupa bunga, denda, kenaikan, yang terutang sesuai dengan ketentuan peraturan perundang-undangan perpajakan dalam hal sanksi tersebut karena kekhilafan Wajib Pajak atau bukan karena kesalahanya",Mengurangkan atau membatalkan Ketetapan Pajak yang tidak benar,Mengurangkan atau membatalkan Surat Tagihan Pajak sebagaimana dimaksud pasal 14 yang tidak benar,Membatalkan hasil pemeriksaan pajak atau surat ketetepan pajak dari hasil pemeriksaan yang dilakukan tanpa peminjaman dokumen wajib pajak,,D,0
7896,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Wajib Pajak dapat mengajukan keberatan hanya kepada Direktur Jenderal Pajak atas sesuatu, kecuali ?",SKPKB,SKPKBT,Bukti Potong,SPMP,,D,0
7897,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Apabila Keberatan Wajib Pajak ditolak atau dikabulkan sebagian, dan mengajukan banding maka atas ketetapan yang diajukan keberatan terebut dikenakan sanksi berupa ?",Bunga Sebesar 2% perbulan dihitung dari tanggal SKPKB terbit,Denda sebesar 50% perbulan dari pokok pajak yang ada pada SKPKB dikurangi yang telah dibayar sebelum mengajukan keberatan,Denda sebesar 100% perbulan dari pokok pajak yang ada pada SKPKB dikurangi yang telah dibayar sebelum mengajukan keberatan,Tidak ada denda,,D,0
7898,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Angsuran PPh pasal 25 Tahun 2019 PT Ayu Kan sebesar Rp. 1.000.000,- per bulan, setelah SPT tahunan tahun 2018 dilaporkan. Pada bulan Juni 2019 PT Ayu membayar angsuran PPh Pasal 25 sebesar Rp. 400.000. Apabila Fiskus menerbitkan SPT pada Tanggal 18 Desember 2019, berapa pajak yang masih harus dibayar dalam SPT tersebut?",Rp. 660.000,Rp. 672.000,Rp. 460.000,Rp. 462.000,,D,0
7899,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Penandatangan SPT dapat dilakukan dengan cara, kecuali :",Tanda tangan biasa,Tanda tangan stempel,Tanda tangan basah,Tanda tangan elektronik atau digital,,C,0
7900,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Daluarsa Penagihan Pajak dapat tertanggung dalam hal hal sebagai berikut, kecuali",Diterbitkan Surat Paksa,Diterbitkan Surat Sita,Dilakukan penyidikan tindak pidana dibidang perpajakan,Wajib pajak mengakui adanya hutang pajak,,B,0
7901,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Fungsi Surat Tagihan Pajak (STP) sebagai media yang digunakan untuk fiskus, kecuali ?",Pajak Penghasilan dalam tahun berjalan tidak atau kurang bayar,Dari hasil penelitian terdapat kekurangan pembayaran pajak sebagai akibat salah tulis dan/atau salah hitung,Wajib Pajak dikenai sanksi administrasi berupa denda dan/atau bunga,Wajib Pajak dikenai sanksi administrasi berupa pidana penjara,,D,0
7902,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Kedudukan Hukum Surat Tagihan Pajak dengan Surat Ketetapan Pajak dalam Undang Undang KUP adalah ?,Lebih tinggi,Lebih rendah,Setara,Sama dengan putusan pengadilan,,C,0
7903,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Syarat formil yang wajib dipenuhi dalam pengisian SPT, kecuali :",Benar,Benar,Jelas,Tepat Waktu,,D,0
7904,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"SPT Masa PPN Bulan November 2018 menyatakan lebih bayar 300 Jt dan dikompensasikan ke masa Pajak Bulan Desember 2018. Pada saat pemeriksaan ternyata menurut perhitungan fiskus SPT masa bulan November dinyatakan Kurang bayar sebesar 100 jt. Sesuai Pasal 13 ayat 2 dan pasal 13 ayat 3, maka wajib pajak terkena sanksi bunga dan sanksi berupa kenaikan sebesar? Asumsi Surat Ketetepan Pajak Kurang Bayar terbit pada 31 Maret 2019.",Sanksi Pasal 13 ayat 2 sebesar 8.000.000 dan Denda Pasal 13 ayat 3 sebesar 600 Jt,Sanksi Pasal 13 ayat 2 sebesar 6.000.000 dan Denda Pasal 13 ayat 3 sebesar 300 Jt,Sanksi Pasal 13 ayat 2 sebesar 10.000.000 dan Denda Pasal 13 ayat 3 sebesar 600 Jt,Sanksi Pasal 13 ayat 2 sebesar 8.000.000 dan tidak dikenakan denda pasal 13 ayat 3,,A,0
7905,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"PT Kenjen Ben menerima Surat Ketetapan Pajak akibat adanya pemeriksaan pada tanggal 31 Mei 2019 yang mengakibatkan rugi fiskal berbeda dengan yang telah dikompensasikan, Kapan batas waktu maksimal PT A harus membetulkan SPT nya ?",30 Agustus 2019,30 Nopember 2019,30 Juni 2019,31 Juli 2020,,A,0
7906,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Manakah penyataan berikut yang tidak benar terkait STP :,STP berfungsi menagih pokok Pajak Pertambahan Nilai yang kurang ditahun berjalan,STP dapat berfungsi untuk menagih sanksi berupa denda dan bunga,STP dapat berfungsi untuk menagih,"STP berfungsi untuk menagih sanksi administrasi berupa denda 2% dari Dasar Pengenaan Pajak atas pelanggaran sebagaimana dimaksud Pasal 14 ayat 1 huruf d , huruf e dan huruf f",,A,0
7907,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,"Andhika, seorang Sarjana Ekonomi yang lulus kuliah S1 pada tahun 2017. Mulai bulan Maret 2018, Ia diterima bekerja pada PT. FlazzTax dengan gaji dan tunjangan tiap bulan Rp 4.500.000. Tanggal 1 April 2018 Andhika melangsungkan pernikahan dengan pujaanhatinya. Kapankah Andhika paling lambat mendaftarkan diri untuk memperoleh NPWP ?",31 Maret 2018,2018-04-30 00:00:00,31 Desember 2018,1 Januari 2019,,B,0
7908,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Daluarsa Penetepan Pajak adalah..,"10 Tahun setelah saat terutangnya pajak atau berakhirnya masa pajak, bagian tahun pajak,","5 Tahun setelah saat terutangnya pajak atau berakhirnya masa pajak, bagian tahun pajak, atau tahun pajak",10 Tahun setelah surat pemberitahuan disampaikan,"5 Tahun setelah jauh tempo masa pajak, bagian tahun pajak, atau tahun pajak",,B,0
7909,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,PT Aman membayar PPH 21 untuk masa pajak Januari 2019 pada tanggal 11 April 2019 berapa persen denda atas keterlambatan yang akan dikenakan terhadap PT Aman?,0.04,0.06,0.08,0.02,,B,0
7910,https://www.coursehero.com/u/file/117650409/Simulasi-Soal-Brevet-dan-Pembahasaneditedpdf,Certified Indonesian Tax Accountant,Indonesian Certification Exam,Insurance and Financial,Kapan Surat Paksa dapat diterbitkan?,48 hari setelah jatuh tempo surat ketetapan pajak,58 hari setelah jatuh tempo surat ketetapan pajak,21 hari setelah jatuh tempo surat ketetapan pajak,7 hari setelah jatuh tempo surat ketetapan pajak,,B,0
